Index,StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,TotPkts,TotBytes,SrcBytes,IsAnomaly
1121,46.57.01,3599.154541,udp,46.49.40.197,10809,  <->,147.32.84.229,13363,CON,4,849,159,0
1122,46.57.01,2446.56543,udp,76.106.22.131,48608,  <->,147.32.84.229,13363,CON,4,272,152,0
1123,46.57.01,3599.794434,udp,80.137.117.141,13878,  <->,147.32.84.229,13363,CON,161,13135,7695,0
1124,46.57.01,2104.351318,tcp,147.32.84.59,56479,  <?>,74.125.39.125,5222,A_PA,114,7892,2820,0
1125,46.57.01,1858.217163,tcp,147.32.86.164,1096,  <?>,147.32.192.34,993,FRPA_FPA,548,49716,25322,0
1126,46.57.01,0.001248,udp,89.102.141.140,10028,  <->,147.32.84.229,13363,CON,2,161,100,0
1127,46.57.01,3596.973877,tcp,93.195.100.144,50178,  <?>,147.32.84.229,13363,PA_PA,200,20578,11895,0
1128,46.57.01,40.817898,udp,147.32.84.229,13363,  <->,120.126.145.55,63332,CON,4,1074,954,0
1129,46.57.01,1534.394043,udp,147.32.84.229,13363,  <->,95.71.234.1,3733,CON,8,2217,1499,0
1130,46.57.01,3210.659668,udp,147.32.84.229,13363,  <->,70.162.43.190,40033,CON,10,1485,1185,0
1131,46.57.01,2665.514893,udp,147.32.84.229,13363,  <->,66.30.46.239,37359,CON,27,4139,2782,0
1132,46.57.01,789.499268,tcp,147.32.84.229,443,  <?>,192.251.226.205,26150,FPA_FPA,141,14065,5969,0
1133,46.57.01,610.106262,udp,95.42.237.123,41482,  <->,147.32.84.229,13363,CON,6,1025,416,0
1134,46.57.01,2430.482666,udp,147.32.84.229,13363,  <->,119.77.174.243,51001,CON,4,268,148,0
1135,46.57.01,3475.08667,udp,147.32.84.229,13363,  <->,24.2.119.64,29926,CON,10,1101,385,0
1136,46.57.01,2852.158203,udp,147.32.84.229,13363,  <->,190.190.194.237,33485,CON,6,410,212,0
1137,46.57.01,3319.105469,udp,147.32.84.229,13363,  <->,174.3.46.212,60690,CON,16,1922,1004,0
1138,46.57.01,2535.575439,udp,147.32.84.229,13363,  <->,68.44.195.26,5442,CON,6,404,208,0
1139,46.57.01,2546.025391,udp,147.32.84.229,13363,  <->,190.19.14.91,28390,CON,10,1083,762,0
1140,46.57.01,2541.447021,udp,147.32.84.229,13363,   ->,201.173.72.116,19158,INT,6,432,432,1
1141,46.57.01,0.153375,udp,147.32.84.229,13363,  <->,64.126.36.133,47287,CON,2,232,170,0
1142,46.57.02,3104.154541,udp,82.38.73.202,36596,  <->,147.32.84.229,13363,CON,16,2288,1792,0
1143,46.57.02,3598.92627,tcp,213.150.1.132,53730,  <?>,147.32.84.229,443,PA_PA,854,89349,49349,0
1144,46.57.02,1883.512085,udp,118.90.21.134,32400,  <->,147.32.84.229,13363,CON,4,276,156,0
1145,46.57.02,0.0,udp,81.0.215.241,54982,   ->,147.32.86.114,51546,INT,1,74,74,1
1146,46.57.02,3452.497803,udp,212.75.23.26,21277,  <->,147.32.84.229,13363,CON,72,8135,4053,0
1147,46.57.02,3549.158203,tcp,31.40.21.62,1085,  <?>,147.32.84.229,13363,PA_PA,466,45623,28589,0
1148,46.57.02,3478.282471,udp,50.41.210.138,59679,  <->,147.32.84.229,13363,CON,20,1361,760,0
1149,46.57.02,40.065392,udp,151.41.174.231,10094,  <->,147.32.85.56,44076,CON,6,384,192,0
1150,46.57.02,2527.554932,udp,87.16.184.68,23653,  <->,147.32.84.229,13363,CON,12,1817,1392,0
1151,46.57.02,2527.168457,tcp,147.32.84.229,443,  <?>,93.144.80.59,10101,FPA_FPA,230,25987,7627,0
1152,46.57.02,0.000369,udp,147.32.84.19,38768,  <->,147.32.80.9,53,CON,2,317,80,0
1153,46.57.02,0.000188,udp,147.32.84.19,57519,  <->,147.32.80.9,53,CON,2,263,87,0
1154,46.57.02,3254.369141,udp,84.123.149.59,11276,  <->,147.32.84.229,13363,CON,16,1088,608,0
1155,46.57.02,0.000281,udp,147.32.84.19,40379,  <->,147.32.80.9,53,CON,2,317,80,0
1156,46.57.02,0.0003,udp,147.32.84.19,35269,  <->,147.32.80.9,53,CON,2,263,87,0
1157,46.57.02,2.755384,tcp,212.150.13.139,51576,   ->,147.32.85.56,44076,FSPA_FSPA,14,966,552,0
1158,46.57.02,3065.094238,tcp,147.32.87.4,524,   ?>,147.32.86.164,1029,PA_,7146,8272222,8272222,0
1159,46.57.02,3065.093994,icmp,147.32.87.1,0x0105,   ->,147.32.87.4,0x9320,RED,15,1050,1050,0
1160,46.57.03,3357.881348,udp,194.165.188.86,15097,  <->,147.32.84.229,13363,CON,40,5034,1508,0
1161,46.57.03,0.307635,tcp,220.181.94.226,37882,  <?>,147.32.87.38,80,FA_FA,3,180,120,0
1162,46.57.03,0.000304,udp,147.32.84.59,60502,  <->,147.32.80.9,53,CON,2,256,73,0
1163,46.57.03,3544.741455,udp,87.246.29.100,2095,  <->,147.32.84.229,13363,CON,126,21021,10298,0
1164,46.57.03,1341.012695,udp,194.154.73.182,30450,  <->,147.32.84.229,13363,CON,22,1474,814,0
1165,46.57.03,1875.520386,tcp,85.204.248.112,1049,  <?>,147.32.84.229,13363,FPA_FPA,118,10508,5647,0
1166,46.57.03,0.001346,udp,63.64.124.138,45828,  <->,147.32.84.229,13363,CON,2,134,74,0
1167,46.57.03,0.000385,udp,147.32.84.59,58023,  <->,147.32.80.9,53,CON,2,256,73,0
1168,46.57.03,0.000798,udp,90.204.133.213,46891,  <->,147.32.84.229,13363,CON,2,138,78,0
1169,46.57.03,639.393188,udp,41.132.207.74,26893,  <->,147.32.84.229,13363,CON,6,1214,1021,0
1170,46.57.03,3579.697266,udp,147.32.84.229,13363,  <->,68.2.37.70,21846,CON,111,18775,9993,0
1171,46.57.03,3578.190918,udp,147.32.84.229,13363,  <->,123.204.101.53,38827,CON,118,20071,10457,0
1172,46.57.03,536.410706,tcp,147.32.84.229,13363,  <?>,213.169.39.184,3918,FPA_FPA,39,4952,1207,0
1173,46.57.03,0.000829,udp,202.153.42.146,44674,  <->,147.32.84.229,13363,CON,2,139,79,0
1174,46.57.04,0.000305,udp,147.32.84.59,56626,  <->,147.32.80.9,53,CON,2,261,72,0
1175,46.57.04,0.000911,udp,85.86.42.86,64483,  <->,147.32.84.229,13363,CON,2,136,76,0
1176,46.57.04,16.288532,tcp,147.32.84.59,54397,   ->,92.43.56.151,80,FSPA_FSPA,43,21723,6420,0
1177,46.57.04,0.000804,udp,117.9.59.6,1859,  <->,147.32.84.229,13363,CON,2,136,76,0
1178,46.57.04,0.000801,udp,151.70.41.163,55202,  <->,147.32.84.229,13363,CON,2,134,74,0
1179,46.57.04,173.766602,tcp,147.32.86.111,1688,   ->,74.125.232.205,80,FSPA_FSPA,158,141346,22970,0
1180,46.57.04,3126.738037,udp,147.32.84.229,13363,  <->,78.141.179.7,34032,CON,12,1687,456,0
1181,46.57.04,0.0009,udp,212.232.32.222,39180,  <->,147.32.84.229,13363,CON,2,253,191,0
1182,46.57.04,3439.518311,udp,188.22.202.228,2261,  <->,147.32.84.229,13363,CON,40,4440,3200,0
1183,46.57.04,118.60627,tcp,147.32.85.5,21857,  <?>,86.122.180.15,1711,FPA_FPA,24,1464,864,0
1184,46.57.04,117.737587,tcp,147.32.85.5,21857,  <?>,82.78.193.94,49651,FPA_FPA,23,1404,804,0
1185,46.57.04,0.000924,udp,46.180.164.109,20702,  <->,147.32.84.229,13363,CON,2,134,74,0
1186,46.57.04,3.873342,tcp,88.102.51.188,1324,   ->,147.32.87.36,80,FSPA_FSPA,48,38462,2142,0
1187,46.57.04,2514.263672,udp,210.22.139.70,2130,  <->,147.32.84.229,13363,CON,4,266,146,0
1188,46.57.04,2473.252197,udp,120.144.182.100,32980,  <->,147.32.84.229,13363,CON,4,264,144,0
1189,46.57.04,0.017383,udp,147.32.85.30,60244,  <->,147.32.80.9,53,CON,2,356,85,0
1190,46.57.04,3231.471924,udp,147.32.89.183,10812,  <->,147.32.84.229,13363,CON,18,4072,740,0
1191,46.57.04,3566.002686,udp,86.14.110.157,1215,  <->,147.32.84.229,13363,CON,44,6221,3113,0
1192,46.57.04,0.00038,icmp,147.32.86.96,0,  <-,147.32.87.38,0xcb07,ECR,2,196,0,0
1193,46.57.05,0.035051,udp,147.32.85.30,58068,  <->,147.32.80.9,53,CON,2,214,85,0
1194,46.57.05,0.00081,udp,222.152.253.133,65445,  <->,147.32.84.229,13363,CON,2,137,77,0
1195,46.57.05,0.000365,udp,147.32.85.87,49824,  <->,147.32.80.9,53,CON,2,256,73,0
1196,46.57.05,0.000473,udp,147.32.85.87,49824,  <->,147.32.80.9,53,CON,2,220,73,0
1197,46.57.05,0.001238,udp,80.213.69.55,11761,  <->,147.32.84.229,13363,CON,2,134,74,0
1198,46.57.05,301.517395,udp,64.13.156.166,58696,  <->,147.32.84.229,13363,CON,4,267,147,0
1199,46.57.05,2376.704346,udp,58.169.244.147,53906,  <->,147.32.84.229,13363,CON,4,276,156,0
1200,46.57.05,0.002703,udp,121.220.224.115,23879,  <->,147.32.84.229,13363,CON,2,525,465,0
1201,46.57.05,0.002796,udp,115.111.78.130,2055,  <->,147.32.84.229,13363,CON,2,135,75,0
1202,46.57.05,3588.740234,tcp,147.32.85.87,49521,  <?>,217.11.237.177,993,PA_PA,530,116766,55398,0
1203,46.57.05,12.957996,tcp,147.32.85.30,49733,   ->,66.220.151.74,80,SRPA_SPA,9,2302,1331,0
1204,46.57.05,18.833002,tcp,147.32.85.30,49734,   ->,66.220.151.74,80,FSPA_FSRA,9,1575,1329,0
1205,46.57.05,143.640045,tcp,147.32.86.111,1689,   ->,74.125.232.205,80,FSPA_FSPA,34,19727,7463,0
1206,46.57.05,3481.022949,udp,88.102.153.171,1026,   ->,147.32.85.64,161,INT,124,14880,14880,1
1207,46.57.05,0.00037,udp,147.32.86.111,50668,  <->,147.32.80.9,53,CON,2,309,75,0
1208,46.57.05,0.000221,udp,147.32.86.111,62615,  <->,147.32.80.9,53,CON,2,207,75,0
1209,46.57.05,130.633835,tcp,147.32.86.111,1690,   ->,74.125.232.223,80,FSPA_FSPA,35,25970,2276,0
1210,46.57.05,190.231659,udp,87.121.129.35,1935,  <->,147.32.84.229,13363,CON,6,1182,1002,0
1211,46.57.05,2050.238525,udp,84.43.144.218,55032,  <->,147.32.84.229,13363,CON,156,45128,6128,0
1212,46.57.05,1821.64209,udp,49.50.201.80,18356,  <->,147.32.84.229,13363,CON,4,270,150,0
1213,46.57.05,3572.535889,tcp,147.32.84.229,13363,  <?>,147.52.43.94,49934,PA_PA,176,20069,6757,0
1214,46.57.05,823.097656,tcp,147.32.84.229,13363,  <?>,86.15.34.66,51002,FPA_FPA,164,13432,6087,0
1215,46.57.05,3516.401855,tcp,147.32.84.229,13363,  <?>,147.231.251.19,2682,PA_PA,259,20112,8738,0
1216,46.57.05,3566.620117,tcp,92.63.50.180,42813,  <?>,147.32.84.111,5938,PA_PA,124,7446,4860,0
1217,46.57.05,3332.467773,udp,173.25.225.210,62575,  <->,147.32.84.229,13363,CON,4,1104,156,0
1218,46.57.05,5.580244,tcp,217.118.66.6,12771,   ->,147.32.84.229,80,FSRPA_FSPA,11,809,505,0
1219,46.57.05,1918.700928,udp,62.233.166.26,27627,  <->,147.32.84.229,13363,CON,12,1443,1071,0
1220,46.57.05,2717.446289,udp,86.158.26.107,63415,  <->,147.32.84.229,13363,CON,16,1946,1466,0
1221,46.57.05,3599.998047,tcp,87.207.187.182,63045,  <?>,147.32.84.229,13363,PA_PA,529,88928,71626,0
1222,46.57.05,614.104187,udp,24.191.72.125,46284,  <->,147.32.84.229,13363,CON,8,1821,711,0
1223,46.57.06,0.000335,udp,147.32.85.89,50407,  <->,147.32.80.9,53,CON,2,204,77,0
1224,46.57.06,1962.887207,udp,79.172.126.156,59490,  <->,147.32.84.229,13363,CON,12,813,446,0
1225,46.57.06,2292.027832,udp,98.150.77.62,10771,  <->,147.32.84.229,13363,CON,4,702,569,0
1226,46.57.06,3352.929443,udp,129.93.21.155,41015,  <->,147.32.84.229,13363,CON,14,2267,1761,0
1227,46.57.06,90.88398,udp,151.55.55.208,50908,  <->,147.32.84.229,13363,CON,14,2023,464,0
1228,46.57.06,0.001025,udp,83.228.81.218,22268,  <->,147.32.84.229,13363,CON,2,651,75,0
1229,46.57.06,3073.449951,udp,213.211.63.102,31081,  <->,147.32.84.229,13363,CON,10,1200,830,0
1230,46.57.06,0.00562,udp,14.56.69.194,53170,  <->,147.32.84.229,13363,CON,2,135,75,0
1231,46.57.06,3560.690918,udp,90.154.252.3,59196,  <->,147.32.84.229,13363,CON,10,749,359,0
1232,46.57.06,3549.483643,tcp,147.32.84.229,443,  <?>,24.177.245.141,58406,PA_PA,396,35189,16258,0
1233,46.57.06,15.39018,tcp,147.32.84.229,13363,   ?>,130.88.0.10,49185,PA_,6,408,408,0
1234,46.57.06,2862.762695,tcp,147.32.84.229,13363,  <?>,77.8.35.140,1062,PA_RPA,147,15392,4456,0
1235,46.57.06,0.395512,tcp,147.32.84.229,13363,  <?>,218.205.6.154,1374,FA_FA,4,240,120,0
1236,46.57.06,0.00105,udp,86.35.229.75,45792,  <->,147.32.84.229,13363,CON,2,618,78,0
1237,46.57.06,1.32744,udp,139.168.192.65,51462,  <->,147.32.84.229,13363,CON,4,283,162,0
1238,46.57.06,1818.430542,udp,77.85.107.100,7413,  <->,147.32.84.229,13363,CON,6,407,227,0
1239,46.57.07,3579.1604,udp,202.65.168.73,8767,  <->,147.32.84.229,13363,CON,248,16368,8928,0
1240,46.57.07,115.479378,tcp,147.32.86.111,1691,   ->,74.125.232.223,80,FSPA_FSPA,10,1756,774,0
1241,46.57.07,3578.007324,udp,86.156.199.57,42594,  <->,147.32.84.229,13363,CON,276,19044,10764,0
1242,46.57.07,2114.090576,tcp,74.125.232.245,443,  <?>,147.32.84.59,56469,PA_PA,489,171340,99233,0
1243,46.57.07,3599.352295,tcp,147.32.84.229,443,  <?>,77.220.1.242,49479,PA_PA,6552,585823,233654,0
1244,46.57.07,0.001837,udp,147.32.84.59,52141,  <->,147.32.80.9,53,CON,2,267,75,0
1245,46.57.07,3355.256348,udp,71.173.175.240,1334,  <->,147.32.84.229,13363,CON,8,984,315,0
1246,46.57.07,1346.043457,tcp,85.161.230.228,46876,  <?>,147.32.84.242,22,FPA_FPA,1527,850306,57556,0
1247,46.57.07,0.000282,udp,147.32.84.138,41948,  <->,147.32.80.9,53,CON,2,214,81,0
1248,46.57.07,0.00029,udp,147.32.84.138,46320,  <->,147.32.80.9,53,CON,2,214,81,0
1249,46.57.07,0.010156,udp,147.32.86.111,62719,  <->,147.32.80.9,53,CON,2,309,75,0
1250,46.57.07,0.000307,udp,147.32.84.138,51910,  <->,147.32.80.9,53,CON,2,214,81,0
1251,46.57.07,0.000308,udp,147.32.84.138,36228,  <->,147.32.80.9,53,CON,2,214,81,0
1252,46.57.07,0.000301,udp,147.32.84.138,43257,  <->,147.32.80.9,53,CON,2,214,81,0
1253,46.57.07,0.000373,udp,147.32.84.138,42215,  <->,147.32.80.9,53,CON,2,214,81,0
1254,46.57.07,0.000248,udp,147.32.86.111,59532,  <->,147.32.80.9,53,CON,2,207,75,0
1255,46.57.07,0.681311,udp,58.215.221.66,6342,  <->,147.32.84.229,13363,CON,4,266,146,0
1256,46.57.07,0.000321,udp,147.32.84.59,49298,  <->,147.32.80.9,53,CON,2,283,74,0
1257,46.57.07,0.000231,udp,147.32.84.138,37064,  <->,147.32.80.9,53,CON,2,214,81,0
1258,46.57.07,0.000277,udp,147.32.84.138,42739,  <->,147.32.80.9,53,CON,2,214,81,0
1259,46.57.07,2506.188232,udp,90.154.178.171,15041,  <->,147.32.84.229,13363,CON,4,1182,150,0
1260,46.57.07,0.000231,udp,147.32.84.138,50628,  <->,147.32.80.9,53,CON,2,214,81,0
1261,46.57.07,0.000202,udp,147.32.84.138,36968,  <->,147.32.80.9,53,CON,2,214,81,0
1262,46.57.07,0.000123,udp,147.32.84.138,44843,  <->,147.32.80.9,53,CON,2,214,81,0
1263,46.57.07,0.000236,udp,147.32.84.138,56170,  <->,147.32.80.9,53,CON,2,214,81,0
1264,46.57.07,0.018391,tcp,147.32.84.59,49768,   ->,173.194.1.37,80,FSPA_FSPA,119,122236,2501,0
1265,46.57.07,173.683746,tcp,147.32.86.111,1692,   ->,72.14.203.120,80,FSPA_FSPA,22,4796,3265,0
1266,46.57.08,3485.570312,udp,80.219.56.126,4173,  <->,147.32.84.229,13363,CON,16,2278,1398,0
1267,46.57.08,1980.86084,tcp,147.32.162.206,33325,  <?>,147.32.84.59,56456,FPA_FPA,178,22513,10066,0
1268,46.57.08,0.000799,udp,77.235.125.195,29897,  <->,147.32.84.229,13363,CON,2,145,74,0
1269,46.57.08,0.000318,udp,147.32.84.134,36480,  <->,147.32.80.9,53,CON,2,207,72,0
1270,46.57.08,0.00023,udp,147.32.84.134,35039,  <->,147.32.80.9,53,CON,2,247,72,0
1271,46.57.08,0.016656,tcp,147.32.84.134,45719,   ->,88.86.100.176,80,FSPA_FSPA,10,1129,457,0
1272,46.57.08,0.0,tcp,147.32.84.59,2288,   ->,173.89.204.32,6881,S_,1,62,62,1
1273,46.57.08,3125.733154,udp,58.37.163.182,22054,  <->,147.32.84.229,13363,CON,36,4807,1367,0
1274,46.57.08,3596.935791,udp,80.153.122.36,18581,  <->,147.32.84.229,13363,CON,14,1649,1215,0
1275,46.57.08,2675.775635,udp,81.152.198.42,57355,  <->,147.32.84.229,13363,CON,4,272,152,0
1276,46.57.08,0.953425,tcp,136.148.70.16,2967,   ->,147.32.84.59,6881,S_RA,6,366,186,0
1277,46.57.09,3033.62793,udp,147.32.84.229,13363,  <->,64.126.89.161,47967,CON,54,6247,3840,0
1278,46.57.09,0.000901,udp,75.205.65.98,32873,  <->,147.32.84.229,13363,CON,2,136,76,0
1279,46.57.09,3573.650146,udp,110.233.220.45,29978,  <->,147.32.84.229,13363,CON,40,8972,4607,0
1280,46.57.09,2330.02417,udp,217.15.123.90,61694,  <->,147.32.84.229,13363,CON,4,278,158,0
1281,46.57.09,3582.656494,tcp,147.32.84.111,80,  <?>,212.185.174.100,49277,PA_PA,248,43546,20544,0
1282,46.57.09,1816.581421,udp,83.148.88.40,51944,  <->,147.32.84.229,13363,CON,4,278,158,0
1283,46.57.09,0.000887,udp,121.97.245.127,1461,  <->,147.32.84.229,13363,CON,2,136,76,0
1284,46.57.09,0.000813,udp,86.136.196.105,62779,  <->,147.32.84.229,13363,CON,2,161,100,0
1285,46.57.09,601.838074,udp,72.130.158.31,44139,  <->,147.32.84.229,13363,CON,4,535,367,0
1286,46.57.09,0.000885,udp,60.179.101.28,1419,  <->,147.32.84.229,13363,CON,2,575,74,0
1287,46.57.09,0.001,udp,194.1.154.200,1714,  <->,147.32.84.229,13363,CON,2,566,73,0
1288,46.57.09,0.00121,udp,118.93.230.161,32851,  <->,147.32.84.229,13363,CON,2,136,76,0
1289,46.57.09,3589.026855,tcp,41.78.77.246,55330,  <?>,147.32.84.229,443,PA_PA,1892,196836,109328,0
1290,46.57.09,3055.536133,udp,147.32.84.229,13363,  <->,77.111.134.225,12884,CON,12,834,416,0
1291,46.58.00,1106.885376,udp,76.95.255.27,25537,  <->,147.32.84.229,13363,CON,10,3171,396,0
1292,46.58.00,0.0,tcp,147.32.84.227,4690,   ->,192.168.0.100,34567,S_,1,62,62,1
1293,46.58.00,192.581863,udp,61.222.31.187,6630,  <->,147.32.84.229,13363,CON,14,2028,1608,0
1294,46.58.00,0.333516,udp,147.32.84.229,13363,  <->,123.195.77.74,12112,CON,2,134,73,0
1295,46.58.00,0.309491,udp,212.166.128.146,44687,  <->,147.32.84.229,13363,CON,6,404,219,0
1296,46.58.00,0.001926,udp,62.103.28.174,18637,  <->,147.32.84.229,13363,CON,2,515,455,0
1297,46.58.00,2759.640381,udp,107.10.133.94,6039,  <->,147.32.84.229,13363,CON,4,269,149,0
1298,46.58.00,3590.661377,tcp,151.66.167.254,1964,  <?>,147.32.84.229,13363,PA_PA,202,16128,8495,0
1299,46.58.00,1126.252075,udp,121.80.163.114,45018,  <->,147.32.84.229,13363,CON,10,668,346,0
1300,46.58.00,3082.09668,udp,195.238.88.2,38503,  <->,147.32.84.229,13363,CON,6,834,226,0
1301,46.58.00,3591.900879,tcp,147.32.84.103,9100,   ?>,111.221.96.179,51791,A_,375,22500,22500,0
1302,46.58.00,3438.844971,udp,81.151.7.18,21532,  <->,147.32.84.229,13363,CON,8,554,314,0
1303,46.58.00,3448.588623,udp,85.162.210.164,37108,   ->,147.32.86.184,36120,INT,18,2691,2691,1
1304,46.58.01,3027.125732,udp,88.163.106.228,23385,  <->,147.32.84.229,13363,CON,4,268,148,0
1305,46.58.01,3587.301758,udp,82.236.47.176,37359,  <->,147.32.84.229,13363,CON,240,17162,9847,0
1306,46.58.01,2680.89917,udp,121.222.36.193,46716,  <->,147.32.84.229,13363,CON,6,406,226,0
1307,46.58.01,555.449097,tcp,147.32.84.59,57609,  <?>,2.21.98.110,443,FRPA_FPA,152,116710,20990,0
1308,46.58.01,0.002619,udp,64.13.156.169,49407,  <->,147.32.84.229,13363,CON,2,594,534,0
1309,46.58.01,0.001281,udp,121.223.166.111,59909,  <->,147.32.84.229,13363,CON,2,139,79,0
1310,46.58.01,0.001117,udp,68.65.164.42,27468,  <->,147.32.84.229,13363,CON,2,563,77,0
1311,46.58.01,670.518738,udp,212.13.6.116,60571,  <->,147.32.84.229,13363,CON,4,268,148,0
1312,46.58.01,1861.117798,udp,157.157.224.2,59031,  <->,147.32.84.229,13363,CON,6,718,532,0
1313,46.58.01,0.00092,udp,81.34.161.227,48166,  <->,147.32.84.229,13363,CON,2,136,76,0
1314,46.58.01,3595.503662,tcp,147.32.84.229,13363,  <?>,145.253.32.107,27365,PA_PA,784,96457,31357,0
1315,46.58.01,0.248369,udp,147.32.84.229,13363,  <->,187.66.3.97,24556,CON,2,137,77,0
1316,46.58.02,3537.818115,udp,93.142.137.131,6877,  <->,147.32.84.229,13363,CON,334,52128,26850,0
1317,46.58.02,3566.616211,udp,193.43.233.227,5160,  <->,147.32.84.229,13363,CON,38,3476,2308,0
1318,46.58.02,422.575348,tcp,147.32.84.59,57608,  <?>,2.21.98.110,443,FRPA_FPA,133,108702,21844,0
1319,46.58.02,2568.241943,udp,111.251.98.241,40597,  <->,147.32.84.229,13363,CON,12,1820,969,0
1320,46.58.02,3134.371582,udp,68.5.135.46,8495,  <->,147.32.84.229,13363,CON,6,405,225,0
1321,46.58.02,752.419495,udp,89.134.56.174,26796,  <->,147.32.85.26,60764,CON,13,1516,894,0
1322,46.58.02,3599.984131,tcp,85.116.228.5,27157,  <?>,147.32.84.229,443,PA_PA,847,82762,48340,0
1323,46.58.02,2434.391602,udp,147.32.84.229,13363,  <->,88.135.201.152,60564,CON,8,943,291,0
1324,46.58.02,3489.033447,udp,147.32.84.229,13363,  <->,46.137.52.146,33100,CON,27,3244,2152,0
1325,46.58.02,2669.099609,udp,147.32.84.229,13363,  <->,72.199.178.208,65483,CON,20,2005,1356,0
1326,46.58.02,0.002473,udp,192.162.59.250,34242,  <->,147.32.84.229,13363,CON,2,539,479,0
1327,46.58.02,2760.013184,udp,208.88.186.7,34037,  <->,147.32.84.229,13363,CON,8,1030,383,0
1328,46.58.02,3215.852539,udp,24.54.4.172,16819,  <->,147.32.84.229,13363,CON,16,1182,700,0
1329,46.58.02,187.274307,udp,121.96.155.109,29961,  <->,147.32.84.229,13363,CON,4,1188,1068,0
1330,46.58.02,0.001167,udp,99.52.194.50,3893,  <->,147.32.84.229,13363,CON,2,555,78,0
1331,46.58.02,1918.585449,tcp,134.219.116.11,21339,   ->,147.32.84.229,13363,SPA_SPA,144,20750,14405,0
1332,46.58.02,3597.413086,udp,194.165.188.87,18080,  <->,147.32.84.229,13363,CON,770,112450,29419,0
1333,46.58.02,209.923157,tcp,74.125.232.215,443,  <?>,147.32.86.187,49686,FPA_FPA,26,2617,1816,0
1334,46.58.02,1711.357178,rtp,68.45.199.77,12479,  <->,147.32.84.229,13363,CON,8,3424,415,0
1335,46.58.03,3599.771484,udp,78.251.119.140,59860,   ->,147.32.86.239,161,INT,235,28900,28900,1
1336,46.58.03,0.003422,udp,90.237.208.20,25777,  <->,147.32.84.229,13363,CON,2,536,476,0
1337,46.58.03,1235.243896,udp,123.231.10.34,30351,  <->,147.32.84.229,13363,CON,6,723,537,0
1338,46.58.03,0.001349,udp,113.96.185.230,1036,  <->,147.32.84.229,13363,CON,2,223,161,0
1339,46.58.03,3540.288574,tcp,213.168.161.119,50158,  <?>,147.32.84.229,13363,PA_PA,221,23720,15799,0
1340,46.58.03,3592.773926,tcp,74.125.232.215,443,  <?>,147.32.86.187,49244,PA_PA,1877,841626,644557,0
1341,46.58.03,443.56665,udp,82.2.193.184,31092,  <->,147.32.84.229,13363,CON,30,1920,900,0
1342,46.58.03,6.057926,udp,209.169.101.205,16208,  <->,147.32.84.229,13363,CON,6,963,198,0
1343,46.58.03,0.019509,udp,147.32.86.99,56134,  <->,147.32.80.9,53,CON,2,582,81,0
1344,46.58.03,1666.146606,udp,147.32.84.229,13363,   ->,94.169.59.209,40687,INT,48,7641,7641,1
1345,46.58.03,1221.627075,udp,147.32.84.59,13180,  <->,78.80.224.24,9232,CON,6,696,470,0
1346,46.58.03,1770.693604,udp,147.32.84.59,13180,   ->,91.204.156.67,16648,INT,12,2136,2136,1
1347,46.58.03,0.029348,udp,147.32.84.59,13180,  <->,109.246.10.92,54692,CON,2,137,77,0
1348,46.58.03,0.000284,udp,147.32.86.99,57784,  <->,147.32.80.9,53,CON,2,240,81,0
1349,46.58.03,3445.116455,udp,147.32.84.229,13363,  <->,71.92.5.135,22491,CON,134,21278,10259,0
1350,46.58.03,3413.385742,udp,147.32.84.229,13363,  <->,125.224.132.115,52938,CON,12,3498,358,0
1351,46.58.03,242.832458,tcp,147.32.86.99,17197,   ->,74.125.232.197,80,SRPA_FSPA,21,3208,1088,0
1352,46.58.03,0.016958,tcp,147.32.84.59,51921,  <?>,92.122.213.24,80,FA_FA,3,198,132,0
1353,46.58.03,3509.182373,tcp,95.55.163.196,1041,  <?>,147.32.84.229,13363,PA_PA,230,23617,16277,0
1354,46.58.04,1032.228882,tcp,212.78.210.109,55514,  <?>,147.32.84.229,443,RPA_FPA,258,28735,14735,0
1355,46.58.04,2220.657471,udp,147.32.84.229,13363,  <->,62.197.82.59,52467,CON,10,955,599,0
1356,46.58.04,0.00038,udp,147.32.86.99,54890,  <->,147.32.80.9,53,CON,2,431,81,0
1357,46.58.04,0.002507,udp,147.32.86.99,52520,  <->,147.32.80.9,53,CON,2,495,80,0
1358,46.58.04,0.000439,udp,147.32.86.99,61565,  <->,147.32.80.9,53,CON,2,427,79,0
1359,46.58.04,342.899933,tcp,147.32.86.99,17198,   ->,69.63.190.10,80,FSPA_FSPA,33,11959,3925,0
1360,46.58.04,0.00187,udp,147.32.86.99,58221,  <->,147.32.80.9,53,CON,2,298,81,0
1361,46.58.04,12.898071,tcp,147.32.86.99,17199,   ->,69.63.190.10,80,FSA_FSA,7,432,246,0
1362,46.58.04,0.000308,udp,147.32.86.99,49223,  <->,147.32.80.9,53,CON,2,294,79,0
1363,46.58.04,12.898031,tcp,147.32.86.99,17200,   ->,69.63.190.10,80,FSA_FSA,7,432,246,0
1364,46.58.04,12.897831,tcp,147.32.86.99,17201,   ->,69.63.190.10,80,FSA_FSA,7,432,246,0
1365,46.58.04,12.797809,tcp,147.32.86.99,17202,   ->,195.113.232.82,80,FSA_FSA,6,372,246,0
1366,46.58.04,12.797632,tcp,147.32.86.99,17203,   ->,195.113.232.82,80,FSA_FSA,6,372,246,0
